loss,accuracy,val_loss,val_accuracy,lr
0.6570287346839905,0.7975473403930664,0.982512891292572,0.5932931900024414,0.001
0.42494192719459534,0.8655335903167725,2.4820432662963867,0.38607051968574524,0.001
0.36800262331962585,0.8788726329803467,0.49079692363739014,0.8564058542251587,0.001
0.34458890557289124,0.8831755518913269,0.3469719886779785,0.9079965353012085,0.001
0.32731351256370544,0.8894147872924805,0.3216264545917511,0.9140154719352722,0.001
0.3208006024360657,0.8947934508323669,0.3377300202846527,0.8933792114257812,0.001
0.30532166361808777,0.900602400302887,0.3180038630962372,0.8942390084266663,0.001
0.303602397441864,0.8947934508323669,0.9396953582763672,0.6053310632705688,0.001
0.29636460542678833,0.8999569416046143,0.8618587255477905,0.6560618877410889,0.001
0.29497280716896057,0.8982357978820801,0.75312340259552,0.6844367980957031,0.001
0.2919682562351227,0.8999569416046143,0.6185230016708374,0.7841788530349731,0.001
0.2825334668159485,0.9055507779121399,0.6016602516174316,0.7850387096405029,0.001
0.2836107611656189,0.901462972164154,0.3131362497806549,0.9071367383003235,0.001
0.2816146910190582,0.9021084308624268,0.29517704248428345,0.9157351851463318,0.001
0.28134456276893616,0.9066265225410461,0.34236830472946167,0.8744626045227051,0.001
0.2757652997970581,0.9072719216346741,0.2940242290496826,0.9045571684837341,0.001
0.28175145387649536,0.906411349773407,0.25868386030197144,0.9208942651748657,0.001
0.27228766679763794,0.9070568084716797,0.28731250762939453,0.9217540621757507,0.001
0.2726069986820221,0.9092082381248474,0.30971089005470276,0.8985382914543152,0.001
0.26608553528785706,0.9094234108924866,0.2759043574333191,0.9217540621757507,0.001
0.2646290957927704,0.9081325531005859,0.4524688422679901,0.865004301071167,0.001
0.2651103436946869,0.9096385836601257,0.31589600443840027,0.9036973118782043,0.001
0.2704150378704071,0.9055507779121399,0.38214924931526184,0.8736027479171753,0.001
0.2571181654930115,0.9124354720115662,0.2910659909248352,0.9088563919067383,0.001
0.2523886263370514,0.9120051860809326,0.3487808108329773,0.8959587216377258,0.001
0.253873348236084,0.9111445546150208,0.500831127166748,0.8314703106880188,0.001
0.2527965307235718,0.9132960438728333,0.28622186183929443,0.9062768816947937,0.001
0.24117735028266907,0.9135112166404724,0.286983460187912,0.9208942651748657,0.001
0.2419067770242691,0.9175989627838135,0.2900153398513794,0.9114359617233276,0.001
0.2418193519115448,0.9178141355514526,0.23723144829273224,0.9337919354438782,0.001
0.2403518706560135,0.9169535040855408,0.25757718086242676,0.9097162485122681,0.001
0.23335549235343933,0.9182444214820862,0.26739946007728577,0.9320722222328186,0.001
0.22940872609615326,0.9210413098335266,0.25455376505851746,0.9269131422042847,0.001
0.22975347936153412,0.9212564826011658,0.24241898953914642,0.9200344085693359,0.001
0.22511735558509827,0.9242684841156006,0.24640364944934845,0.9320722222328186,0.001
0.2328839749097824,0.9201807379722595,0.3061329126358032,0.9011178016662598,0.001
0.23076999187469482,0.9203958511352539,0.2651843726634979,0.9234737753868103,0.001
0.222574383020401,0.9227624535560608,0.27089691162109375,0.9260532855987549,0.001
0.21556466817855835,0.9266350865364075,0.2317042052745819,0.934651792049408,0.001
0.22213862836360931,0.9165232181549072,0.2574365735054016,0.9226139187812805,0.001
0.21345585584640503,0.9242684841156006,0.41563135385513306,0.8082545399665833,0.001
0.21462886035442352,0.923838198184967,0.27255383133888245,0.9191745519638062,0.001
0.2172919362783432,0.923838198184967,0.3069901466369629,0.9019776582717896,0.001
0.20778605341911316,0.9290017485618591,0.2599877417087555,0.9183146953582764,0.001
0.2129528969526291,0.9242684841156006,0.25832250714302063,0.9140154719352722,0.001
0.21657511591911316,0.9212564826011658,0.37575024366378784,0.8890799880027771,0.001
0.206462562084198,0.9272805452346802,0.2783261835575104,0.9122957587242126,0.001
0.2106061726808548,0.9257745146751404,0.24448493123054504,0.914875328540802,0.001
0.20658230781555176,0.9285714030265808,0.21516309678554535,0.9312123656272888,0.001
0.19590802490711212,0.9330894947052002,0.2980082631111145,0.8968185782432556,0.001
0.19927158951759338,0.9272805452346802,0.2442091852426529,0.9243336319923401,0.001
0.1997561901807785,0.92878657579422,0.4075744152069092,0.8925193548202515,0.001
0.19435738027095795,0.9307228922843933,0.2286810725927353,0.929492712020874,0.001
0.19953052699565887,0.9290017485618591,0.22321370244026184,0.9243336319923401,0.001
0.19611713290214539,0.9302926063537598,0.43514484167099,0.8486672639846802,0.001
0.19248488545417786,0.9285714030265808,0.5228959918022156,0.7936371564865112,0.001
0.20211979746818542,0.9294320344924927,0.22879034280776978,0.9200344085693359,0.001
0.19001361727714539,0.9309380650520325,0.2206197828054428,0.9329320788383484,0.001
0.18223856389522552,0.937822699546814,0.23155096173286438,0.9217540621757507,0.001
0.18946945667266846,0.9315834641456604,0.22240182757377625,0.9277729988098145,0.001
0.18357843160629272,0.9367470145225525,0.4529346525669098,0.8495270609855652,0.001
0.19473302364349365,0.9283562898635864,0.2022387683391571,0.9337919354438782,0.001
0.19063162803649902,0.9283562898635864,0.2069547474384308,0.9415305256843567,0.001
0.18630605936050415,0.93459552526474,0.2226043939590454,0.9208942651748657,0.001
0.18803009390830994,0.9343803524971008,0.22638504207134247,0.930352509021759,0.001
0.17261357605457306,0.9397590160369873,0.22864417731761932,0.9243336319923401,0.001
0.17803595960140228,0.9363166689872742,0.252710223197937,0.9157351851463318,0.001
0.18409034609794617,0.9358863830566406,0.2501787543296814,0.9286328554153442,0.001
0.17759422957897186,0.9365318417549133,0.20093242824077606,0.9415305256843567,0.001
0.1746109127998352,0.9410499334335327,0.21320496499538422,0.9329320788383484,0.001
0.17430360615253448,0.937177300453186,0.36316201090812683,0.8830610513687134,0.001
0.17747436463832855,0.9382529854774475,0.2584971487522125,0.9200344085693359,0.001
0.1722622662782669,0.9382529854774475,0.26828455924987793,0.9165950417518616,0.001
0.17264938354492188,0.9386833310127258,0.2087223380804062,0.9320722222328186,0.001
0.1714039146900177,0.9425559639930725,0.2529350519180298,0.9174548387527466,0.001
0.177488774061203,0.9384681582450867,0.2410729080438614,0.9105761051177979,0.001
0.17066369950771332,0.94040447473526,0.2603569030761719,0.9157351851463318,0.001
