best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.02258365973830223,0.33718448877334595,0.9931153059005737,0.9458297491073608,9.999999747378752e-05,1847
