best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
6.688809662591666e-05,9.981956100091338e-05,1.0,1.0,9.999999747378752e-05,1757
