best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.01286375429481268,0.4229664206504822,0.9954819083213806,0.9398108124732971,9.999999747378752e-05,1884
