best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.013699134811758995,0.532629668712616,0.9954819083213806,0.9269131422042847,9.999999747378752e-05,1967
