loss,accuracy,val_loss,val_accuracy,lr
0.6536412835121155,0.8205679655075073,0.6052327156066895,0.8220120668411255,0.001
0.5773069262504578,0.8265920877456665,0.721870481967926,0.8048151135444641,0.001
0.4886980950832367,0.8388554453849792,0.6433711051940918,0.7128117084503174,0.001
0.45106077194213867,0.8528399467468262,0.554648756980896,0.829750657081604,0.001
0.4046112895011902,0.8655335903167725,0.3770945072174072,0.8710232377052307,0.001
0.37965190410614014,0.8752151727676392,0.6165414452552795,0.7248495221138,0.001
0.36244845390319824,0.8825300931930542,0.3132779896259308,0.8985382914543152,0.001
0.343624085187912,0.8842512965202332,0.3169761002063751,0.9028375148773193,0.001
0.3502161502838135,0.8801634907722473,0.3198408782482147,0.8985382914543152,0.001
0.3373790979385376,0.8876936435699463,0.31713736057281494,0.90025794506073,0.001
0.3194419741630554,0.889845073223114,0.4744860529899597,0.7790197730064392,0.001
0.3190077841281891,0.8952237367630005,0.413340300321579,0.8271710872650146,0.001
0.31341472268104553,0.8930723071098328,0.31446561217308044,0.8916594982147217,0.001
0.30892929434776306,0.8971600532531738,0.27649104595184326,0.9157351851463318,0.001
0.29424750804901123,0.9003872871398926,0.2891586422920227,0.9054170250892639,0.001
0.28825291991233826,0.9079173803329468,0.2826301157474518,0.9054170250892639,0.001
0.277042418718338,0.9109294414520264,0.259901762008667,0.9217540621757507,0.001
0.29001039266586304,0.9025387167930603,0.28041115403175354,0.9071367383003235,0.001
0.2808418571949005,0.9096385836601257,0.3592867851257324,0.8873602747917175,0.001
0.27063387632369995,0.9094234108924866,0.25332412123680115,0.9200344085693359,0.001
0.2731720805168152,0.9096385836601257,0.24636489152908325,0.9251934885978699,0.001
0.27654120326042175,0.9077022671699524,0.3264895975589752,0.8813413381576538,0.001
0.267089307308197,0.9143717885017395,0.25565963983535767,0.9217540621757507,0.001
0.25808262825012207,0.9158778190612793,0.25530993938446045,0.9191745519638062,0.001
0.25707027316093445,0.9135112166404724,0.2537685036659241,0.9165950417518616,0.001
0.24386005103588104,0.9193201661109924,0.23672519624233246,0.9286328554153442,0.001
0.2604515850543976,0.9126505851745605,0.24311713874340057,0.9260532855987549,0.001
0.2563660442829132,0.9102839827537537,0.24318809807300568,0.9217540621757507,0.001
0.24168558418750763,0.9182444214820862,0.24731332063674927,0.9217540621757507,0.001
0.23981831967830658,0.9201807379722595,0.22846965491771698,0.930352509021759,0.001
0.23759956657886505,0.9186747074127197,0.27233877778053284,0.9105761051177979,0.001
0.2367117702960968,0.9184595346450806,0.23734579980373383,0.9269131422042847,0.001
0.2426680028438568,0.9193201661109924,0.25708502531051636,0.9131556153297424,0.001
0.2303169220685959,0.9199655652046204,0.24199993908405304,0.9234737753868103,0.001
0.22207851707935333,0.9257745146751404,0.29195454716682434,0.9200344085693359,0.001
0.23109856247901917,0.9219018816947937,0.25035560131073,0.9329320788383484,0.001
0.22856219112873077,0.9272805452346802,0.25780636072158813,0.9217540621757507,0.001
0.22408393025398254,0.9274957180023193,0.25229623913764954,0.9191745519638062,0.001
0.22136682271957397,0.9259896874427795,0.292705774307251,0.9097162485122681,0.001
0.22311697900295258,0.923838198184967,0.24062544107437134,0.9329320788383484,0.001
0.22079719603061676,0.9246987700462341,0.27315831184387207,0.9131556153297424,0.001
