best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
2.7424103876683148e-08,6.512434959411621,1.0,0.5825766324996948,9.999999747378752e-05,1986
