loss,accuracy,val_loss,val_accuracy,lr
0.6131947636604309,0.8199225664138794,0.596293568611145,0.8271710872650146,0.001
0.4237508177757263,0.8648881316184998,0.4495117962360382,0.8598452210426331,0.001
0.37229177355766296,0.8706970810890198,0.35641950368881226,0.8976784348487854,0.001
0.35729262232780457,0.8838210105895996,0.3622720539569855,0.8770421147346497,0.001
0.32052507996559143,0.8952237367630005,0.36197394132614136,0.8804815411567688,0.001
0.3140994906425476,0.8954389095306396,0.511692225933075,0.8718830347061157,0.001
0.3108408749103546,0.8982357978820801,0.4234062433242798,0.8624247908592224,0.001
0.2918056845664978,0.9025387167930603,0.2715776264667511,0.9208942651748657,0.001
0.3024359941482544,0.8926420211791992,0.4255097508430481,0.8374892473220825,0.001
0.29304420948028564,0.9025387167930603,0.26108846068382263,0.9122957587242126,0.001
0.28303343057632446,0.9033992886543274,0.5074307322502136,0.8701633810997009,0.001
0.28173044323921204,0.9021084308624268,0.2657333314418793,0.9226139187812805,0.001
0.28541940450668335,0.8988812565803528,0.2841566503047943,0.9183146953582764,0.001
0.2743947207927704,0.9059810638427734,0.26888325810432434,0.9260532855987549,0.001
0.28136739134788513,0.9001721143722534,0.267546147108078,0.9277729988098145,0.001
0.2749767601490021,0.9074870944023132,0.3449014127254486,0.8959587216377258,0.001
0.26485222578048706,0.9126505851745605,0.3040761351585388,0.929492712020874,0.001
0.26755377650260925,0.9109294414520264,0.2959069013595581,0.9071367383003235,0.001
0.26794686913490295,0.9072719216346741,0.2890912592411041,0.9191745519638062,0.001
0.26591774821281433,0.9100688695907593,0.4468183219432831,0.8392089605331421,0.001
0.24627719819545746,0.912220299243927,0.6650109887123108,0.750644862651825,0.001
0.2610858976840973,0.9128657579421997,0.33926138281822205,0.885640561580658,0.001
0.2550593912601471,0.9156626462936401,0.30371350049972534,0.9114359617233276,0.001
0.2509096562862396,0.9154475331306458,0.635824978351593,0.715391218662262,0.001
0.25324738025665283,0.9128657579421997,0.2799529731273651,0.9277729988098145,0.001
0.23811329901218414,0.9154475331306458,0.27933821082115173,0.9097162485122681,0.001
0.2451968938112259,0.914802074432373,0.46358931064605713,0.8435081839561462,0.001
0.23824408650398254,0.9154475331306458,0.2734520733356476,0.9097162485122681,0.001
0.2373705357313156,0.9167383909225464,0.3333025574684143,0.8993980884552002,0.001
