best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
6.003630915074609e-05,4.822474479675293,1.0,0.49000000953674316,9.999999747378752e-05,1756
