best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.013368661515414715,0.48924651741981506,0.9954819083213806,0.9277729988098145,9.999999747378752e-05,1853
