best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.012148355133831501,0.5700336694717407,0.9956970810890198,0.9320722222328186,9.999999747378752e-05,1945
