best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.0005172332748770714,1.8991178274154663,1.0,0.8372092843055725,9.999999747378752e-05,1994
