best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
6.372210191329941e-05,0.4989420473575592,1.0,0.9552086591720581,9.999999747378752e-05,1889
