best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
3.061634561163373e-05,0.3963855504989624,1.0,0.9305555820465088,9.999999747378752e-05,1643
