best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
7.857717719161883e-06,0.1673390418291092,1.0,0.9644181132316589,9.999999747378752e-05,1718
