best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.00013814248086418957,0.0724806860089302,1.0,0.9722222089767456,9.999999747378752e-05,1970
