best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
1.5370655091828667e-05,4.052446365356445,1.0,0.5166666507720947,9.999999747378752e-05,1864
