best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.003021734766662121,6.553557395935059,0.9990950226783752,0.2597673833370209,9.999999747378752e-05,1634
