best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
3.4824672184186056e-05,5.138742446899414,1.0,0.45038166642189026,9.999999747378752e-05,1765
