best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
1.536296258564107e-05,0.3181481659412384,1.0,0.95652174949646,9.999999747378752e-05,1418
